Nivel,Entidad,Tipo,Programa,Subprograma,Proyecto,Objeto,Pais,Departamento,Fuente,Organismo,VerJustifica,VerProgramado,Fila,Anho,version
12,1,2,1,2,0,144,1,99,10,1,"Para la contratacion de funcionarios jornaleros que prestan servicios en las distintas dependencias de la Institucion, Administrativos, Personal de Servicios Generales, Cocineras, Jefes de Dptos, Apoyos Familiares No Profesionales, Educadores de Calle.",17005175730,472,2016,6
12,1,2,1,2,0,145,1,99,10,1,"Para la contratacion de funcionarios profesionales para las distintas dependencias de la Institucion, Abogados, Administrativos, Informaticos, Educadores de Centros, Psicologos, Parvularios, Trabajadores Sociales, Apoyos Familiares Profesionales, Nutricionistas, Directores y Coordinadores",18140458924,1076,2016,6
12,1,2,1,2,0,191,1,99,10,1,"Pagos en concepto de subsidio a la salud para funcionarios permanentes de la Institucion.",248160000,598,2016,6
12,1,2,1,2,0,199,1,99,10,1,"Para pagos en concepto de diferencias salariales a funcionarios permanentes y comisionados, que puedan darse por la implementacion de la nueva matriz salarial, a su vez para pago por diferencias de cargos designados por la Maxima Autoridad.",1079222644,599,2016,6
12,1,2,1,2,0,210,1,99,10,1,"Pagos por consumo de energia electrica, consumo de agua potable y lineas telefonicas en las oficinas administrativas y en los distintos centros abiertos de la Institucion.",900000000,660,2016,6
12,1,2,1,2,0,220,1,99,10,1,"Para la contratacion de servicios de courrier utilizados entre las distintas dependencias de la Institucion, tanto adminstrativas y direcciones de los programas de atencion directa distribuidos en todo el pais, a su vez para la contratacion de servicios de transporte de niños, niñas y adolescentes a eventos organizados por la Institucion.",200000000,1077,2016,6
12,1,2,1,2,0,230,1,99,10,1,"PARA PAGOS A FUNCIONARIOS CONTRATADOS, PERMANENTES Y COMISIONADOS QUE DESARROLLAN TAREAS EN LAS DIFERENTES AREAS MISIONALES EN LOS CENTROS ABIERTOS DEL PAIS.",1208819608,593,2016,6
12,1,2,1,2,0,240,1,99,10,1,"Para la contratacion de empresas relacionadas a mantenimientos e instalaciones de las dependencias Administrativas y los Centros Abiertos de Atencion Directa, a su vez para el mantenimiento y repaciones de los vehiculos que forman parte de la flota de la Secretaria.",960000000,1078,2016,6
12,1,2,1,2,0,250,1,99,10,1,"Para pagos en concepto de alquileres de las distintas dependencias administrativas y Centros Abiertos de los programas de atencion directa",4008000000,720,2016,6
12,1,2,1,2,0,260,1,99,10,1,"Para pagos por servicios de Internet, Seguros de Vehiculos de la Secretaria, Servicios de Consultoria, Gastos Bancarios por transferencias monetarias condicionadas, Gastos de Imprentas y Publicidad de temas de Niñez y Adolescencia.",490000000,1079,2016,6
12,1,2,1,2,0,280,1,99,10,1,"para la contratacion de servicios de catering para reuniones capacitaciones o eventos realizados por la Secretaria en virtud a su rol de ente rector de politicas publicas en materia de niñez y adolescencia.",159244300,721,2016,6
12,1,2,1,2,0,290,1,99,10,1,"Para pagos en concepto de capacitaciones y adiestramientos a funcionarios de institucion que requieran del mismo, en virtud a sus actividades actuales.",220000000,719,2016,6
12,1,2,1,2,0,310,1,99,10,1,"PARA LA ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA LOS CENTROS DE ATENCION DIRECTA",17100800000,872,2016,6
12,1,2,1,2,0,320,1,99,10,1,"Para la adquisicion de vestuarios para niños, niñas y adolescentes en situacion de vulnerabilidad, como calzados, sabanas, frazadas, ropas y abrigos para hacer frente al operativo invierno en los diferentes Centros Abiertos de todo el pais.",469707040,1080,2016,6
12,1,2,1,2,0,330,1,99,10,1,"Para la compra de articulos de papelerias en general, a su vez para la adquisicion de papel higienico para las distintos centros abiertos distribuidos en todo el pais.",900000000,1206,2016,6
12,1,2,1,2,0,340,1,99,10,1,"Para la adquisicion de accesorios menores, utensilios de cocina para los comedores de los distintos centros abiertos del pais, utiles de escritorio para las dependencias administrativas y direcciones de areas misionales, materiales electricos para los mantenimientos edilicios y para la compra de articulos de limpieza.",496688730,1207,2016,6
12,1,2,1,2,0,350,1,99,10,1,"Para la adquisicion de pañales de distintas medidas, de manera a satisfacer la demanda de la poblacion de los programas de atencion directa, a su vez para el Centro de Adopciones, Adquisicion de Insecticidas y pinturas para mantenimientos de centros y para la recarga de extintores para las dependencias administrativas y centros abiertos de atencion directa.",800000000,1208,2016,6
12,1,2,1,2,0,360,1,99,10,1,"Para la adquisicion de combustibles para la flota de vehiculos de la Institucion, a su vez para la adquisicion de gas para los Centros Abiertos de atencion directa.",1323000000,470,2016,6
12,1,2,1,2,0,390,1,99,10,1,"Para la adquisicion de cubiertas para la flota de vehiculos de la Institucion, asi tambien para la compra de herramientas menores, articulos de ferreteria y materiales de contruccion para el mantenimiento y reparacion de los centros abiertos de atencion directa.",700000000,1209,2016,6
12,1,2,1,2,0,530,1,99,10,1,"Para la adquisicion de equipamientos, garrafas y extintores requeridos por las distintas dependencias.",0,1204,2016,6
12,1,2,1,2,0,540,1,99,10,1,"Para la adquisicion de muebles y equipos informaticos requeridos en las distintas dependencias de la Institucion.",0,1205,2016,6
12,1,2,1,2,0,842,1,99,10,1,"Para la financiacion de proyectos que ayuden a lograr los objetivos y metas instirucionales. Aportes a entidades sin fines de lucro que colaboren con las distintas areas misionales.",800000000,289,2016,6
12,1,2,1,2,0,846,1,99,10,1,"PARA PAGOS A FAMILIAS BENEFICIARIAS DEL PROGRAMA ABRAZO",17280000000,180,2016,6
12,1,2,1,2,0,910,1,99,10,1,"Para pago de impuestos, gastos judiciales y pagos a victimas del Caso 12359 Cristina Aguayo y otros contra el Estado Paraguayo.",1004386426,940,2016,6
12,1,2,1,3,0,123,1,99,10,1,"PAGO DE RE A FUNCIONARIOS PERMANENTES Y/O COMISIONADOS QUE PRESTAN SERVICIO UNA VEZ CULMINADA LA JORNADA ORDINARIA DE TRABAJO.-",52001040,676,2016,6
12,1,2,1,3,0,125,1,99,10,1,"Pago de RA a funcionarios permanentes y/o comisionados que prestan servicio una vez culminada la jornada ordinaria y la jornada extraordinaria de trabajo.",26000052,417,2016,6
12,1,2,1,3,0,133,1,99,10,1,"ASIGNACIÓN COMPLEMENTARIA QUE PUEDE PERCIBIR EL PERSONAL PERMANENTE Y/O COMISIONADO, ATENDIENDO LOS CARGOS EXISTENTES DENTRO DEL ORGANIGRAMA INSTITUCIONAL LOS CUALES SON DE CARACTERÍSTICAS DE ALTA CONFIDENCIALIDAD EN LAS TAREAS VINCULADAS AL CARGO Y QUE CUENTAN CON PODER DECISORIO.",180226644,1175,2016,6
12,1,2,1,3,0,141,1,99,10,1,"Contratación de Personal Técnico calificado y especialidades certificadas para prestar servicios en el Programa",7226700000,1176,2016,6
12,1,2,1,3,0,144,1,99,10,1,"Contratación de Personal para servicio auxiliar y otros servicios de apoyo  al Programa",44109520000,1177,2016,6
12,1,2,1,3,0,145,1,99,10,1,"Contratación de Personal Calificado con Titulo de Grado Universitario para prestar servicios en el Programa",6240000000,713,2016,6
12,1,2,1,3,0,230,1,99,10,1,"Asignaciones a funcionarios del Programa a fin de cubrir los gastos de traslado al interior del País, para cubrir con los gastos en concepto de movilidad y viático.
Cabe destacar que el Programa Tekoporâ se encuentra cubriendo a beneficiarios de todo el Territorio Nacional, en donde los Técnicos, deben trasladarse a supervisar el cumplimiento de las corresponsabilidades, supervisar los pagos y todo lo concerniente a la implementación del Programa, que son funciones que se deben realizar In Situ y que  forman parte del proceso de transparencia de las gestiones de la SAS.",1158724092,630,2016,6
12,1,2,1,3,0,240,1,99,10,1,"Gastos por servicios de mantenimiento y reparaciones menores en general del la Institución, como Mantenimiento y reparación de las vías de comunicación, del edificio sede de la institución, maquinarias, equipos y muebles de oficina, reparaciones y mantenimiento de vehículos, como así también los servicios de limpieza, aseo y fumigación que se incurren anualmente.",192000000,631,2016,6
12,1,2,1,3,0,250,1,99,10,1,"Gasto en concepto de alquiler del deposito destinado a las Rendiciones de Cuentas del Programa, y al resguardo de las documentaciones correspondiente a las Corresponsabilidades",240000000,928,2016,6
12,1,2,1,3,0,260,1,99,10,1,"Gastos inherentes a atender los servicios que prestan los bancos y entidades financieras, así también servicios de Impresión para corresponsabilidades y fichas del Programa.",13400800000,1187,2016,6
12,1,2,1,3,0,280,1,99,10,1,"Gastos en concepto de adquisición de productos alimenticios para actos ceremoniales y protocolares, reuniones y recepciones.",122400000,930,2016,6
12,1,2,1,3,0,290,1,99,10,1,"GASTOS EN CONCEPTO DE CAPACITACIÓN Y ADIESTRAMIENTO A FUNCIONARIOS DE LA SAS, DE MANERA A MEJORAR LA GESTIÓN Y EL SERVICIO DE LA INSTITUCIÓN.",100000000,933,2016,6
12,1,2,1,3,0,320,1,99,10,1,"Gastos en concepto de Prendas de vestir como remeras institucionales así mismo para uniformes de guias familiares y cordinadores departamentales como tambine los  funcionarios de planta del programa.",400000000,935,2016,6
12,1,2,1,3,0,330,1,99,10,1,"Adquisiciones en concepto de producto de papel en sus diferentes variedades para el normal funcionamiento del Programa   ",89535000,936,2016,6
12,1,2,1,3,0,340,1,99,10,1,"Adquisiciones en concepto de bienes de oficina de uso diario y para el normal funcionamiento del Programa",118275700,937,2016,6
12,1,2,1,3,0,350,1,99,10,1,"Gastos en concepto de compra de pinturas y barnices y recargas de extintores y recarga de gas para aires acondicionados.",120000000,939,2016,6
12,1,2,1,3,0,360,1,99,10,1,"Gasto por la adquisición de combustible para vehículos automotores como así también combustible de aviación. El combustible de aviación es adquirido en atención a que el Programa a través de un apoyo inter institucional con otros OEE utiliza sus avionetas para trasladar a funcionarios a aquellas localidades de difícil acceso terrestre en los periodos de pagos. Incluye la adquisición de aceites y lubricantes para vehículos automotores terrestres.",648000000,575,2016,6
12,1,2,1,3,0,390,1,99,10,1,"Gastos inherentes a la adquirían de cubiertas y cámaras de aire, artículos de caucho y de plástico, herramientas menores y artículos de ferretería varios.",100000000,576,2016,6
12,1,2,1,3,0,530,1,99,10,1,"Adquisición de equipos de señalamientos y comunicaciones, herramientas mayores, maquinarias  y equipos, comprende sus accesorios y bienes complementarios y la puesta en marcha de los mismos.",810000000,577,2016,6
12,1,2,1,3,0,540,1,99,10,1,"Adquisición de equipos de oficina y computación incluyendo la compra de sus accesorios",420000000,579,2016,6
12,1,2,1,3,0,846,1,99,10,1,"TMC durante 12 meses a familias beneficiarias, de manera a que estas mejoren su alimentación, asistan a consultar a los servicios de salud y los niños a la escuela, contando con apoyo socio familiar con enfoque de derechos, para promover el acceso a servicios para el desarrollo humano de sus miembros vulnerables.",596424847106,540,2016,6
12,1,2,1,4,0,111,1,99,10,1,"SUELDO A LOS FUNCIONARIOS PERMANENTES DE LA INSTITUCION",5599200000,264,2016,6
12,1,2,1,4,0,113,1,99,10,1,"GASTOS DE REPRESENTACION A LOS FUNCIONARIOS PERMANTENTES DE LA INSTITUCION.-",204318000,265,2016,6
12,1,2,1,4,0,114,1,99,10,1,"AGUINALDO A LOS FUNCIONARIOS PERMANTENTES DE LA INSTITUCION.-",483626500,976,2016,6
12,1,2,1,4,0,123,1,99,10,1,"PAGO DE RE A FUNACIONARIOS PERMANENTES Y/O COMISIONADOS QUE PRESTAN SERVICIO UNA VEZ CULMINADA LA JORNADA ORDINARIA DE TRABAJO",77360000,1185,2016,6
12,1,2,1,4,0,125,1,99,10,1,"PAGO DE RA A FUNACIONARIOS PERMANENTES Y/O COMISIONADOS QUE PRESTAN SERVICIO UNA VEZ CULMINADA LA JORNADA ORDINARIA DE TRABAJO.-",110851400,1186,2016,6
12,1,2,1,4,0,131,1,99,10,1,"SUBSIDIO FAMILIAR POR; NACIMIENTO, DEFUNCION, MATRIMONIO, A FUNCIONARIOS PERMANTES Y COMISIONADOS DE LA SAS.-",408000000,1188,2016,6
12,1,2,1,4,0,133,1,99,10,1,"ASIGNACION COMPLEMENTARIA QUE PUEDE PERCIBIR EL PERSONAL PREMANENTE Y/O COMISIONADO, ATENDIENDO LOS CARGOS EXISTENTES DENTRO DEL ORGANIGRAMA INSTITUCIONAL LOS CUALES SON DE CARACTERISTICAS DE ALTA CONFIDENCIALIDAD EN LAS TAREAS VINCULADAS AL CARGO Y QUE CUENTAN CON PODER DECISORIO.",2172600000,929,2016,6
12,1,2,1,4,0,137,1,99,10,1,"ASIGNACIONES COMPLEMENTARIAS A FUNCIONARIOS ALPERSONAL DE SEGURIDAD O POLICIAS QUE POR LOS SERVICIOS DE SEGURIDAD INTERNAS PRESTADA A LA SAS Y A LA MAXIMA AUTORIDAD.-",608400000,931,2016,6
12,1,2,1,4,0,141,1,99,10,1,"CONTRATACION DE PERSONAL TECNICO CALIFICADO Y ESPECIALIDADES CERTIFICADAS PARA PRESTAR SERVICIOS EN EL PROGRAMA",7085000000,932,2016,6
12,1,2,1,4,0,144,1,99,10,1,"CONTRATACION DE PERSONAL TECNICO CALIFICADO Y ESPECIALIDADES CERTIFICADAS PARA PRESTAR SERVICIOS EN EL PROGRAMA",4294000000,934,2016,6
12,1,2,1,4,0,145,1,99,10,1,"CONTRATACION DE PERSONAL CALIFICADO CON TITULO DE GRADO UNIVERSITARIO PARA PRESTAR SERVICIOS EN EL PROGRAMA",8668543356,938,2016,6
12,1,2,1,4,0,191,1,99,10,1,"SUBSIDIO POR SALUD  A 74 FUNCIONARIOS PERMANENTES DE LA SAS.",355200000,337,2016,6
12,1,2,1,4,0,199,1,99,10,1,"GASTOS OCASIONALES ASIGNADOS A FUNCIONARIOS DE LA SAS, EN ATENCIÓN A LA DIFERENCIA DE REMUNERACIÓN EXISTENTE Y ASIGNACIONES AL CARGO, SALARIOS CAÍDOS DE FUNCIONARIOS CONTRATADOS PARA LO QUE HUBIERE LUGAR E INDEMNIZACIONES POR ACCIDENTES OCURRIDOS EN ACTOS DE SERVICIO.",900000000,338,2016,6
12,1,2,1,4,0,210,1,99,10,1,"GASTOS DE SERVICIOS BÁSICOS, COMO LUZ, AGUA Y TELÉFONO DE LAS OFICINAS DE LA SAS.",800000000,578,2016,6
12,1,2,1,4,0,220,1,99,10,1,"GASTOS DESTINADOS A CUBRIR LOS SERVICIOS DE TRANSPORTE Y DE FLETE, DESDE Y HACIA EL INTERIOR DEL PAIS Y LOS SERVICIOS DE CORREOS",168000000,580,2016,6
12,1,2,1,4,0,230,1,99,10,1,"ASIGNACIONE A FUNCIONARIOS A FIN DE CUBRIR LOS GASTOS DE TRASLADO AL INTERIOR DEL PAIS, PARA CUBRIR CON LOS GASTOS EN CONCEPTO DE MOVILIDAD Y VIATICO. CABE DESTACAR QUE LOS PROGRAMAS DE LA SAS SE ENCUENTRAN CUBRIENDO A BENEFICIARIOS DE TODO EL TERRITORIO NACIONAL, EN DONDE LOS TECNICOS, DEBEN TRASLADARSE A SUPERVISAR TODO LO CONCERNIENTE A LA IMPLEMENTACION Y EJECUCION DE LOS MISMOS,  QUE SON FUNCIONES QUE DEBEN REALIZA",778200000,581,2016,6
12,1,2,1,4,0,240,1,99,10,1,"GASTOS POR SERVICIOS DE MANTENIMIENTO Y REPARACIONES MENORES EN GENERAL DE LA INSTITUCION, COMO MANTENIMIENTO Y REPARACIONE DE LAS VIAS DE COMUNICACIÓN, DEL EDIFICIO SEDE DE LA INSTITUCION, MAQUINARIAS, EQUIPOS Y MUEBLES DE OFICINA, REPARACIONES Y MANTENIMIENTOS DE VEHICULOS, COMO ASI TAMBIEN LOS SERVICIOS DE LIMPIEZA, ASEO Y FUMIGACION QUE SE INCURREN ANUALMENTE.",1239640000,541,2016,6
12,1,2,1,4,0,250,1,99,10,1,"GASTO EN CONCEPTO DE ALQUILER DEL DEPOSITO DESTINADO A LAS RENDICIOENS DE CUENTAS Y ARCHIVO INSTITUCIONAL. ASI MISMO PARA EL PAGO DEL ALQUILER CORRRESPONDIENTE A LA SEDE DEL INSTITUTO SOCIAL DEL MERCOSUR ?ISM?, ORGANISMO MULTINACIONAL CON SEDE PERMANENTE EN PARAGUAY, CUYA INSTALACION E IMPLEMENTACION INICIAL SE ENCUENTRA EN EL AMBITO DE RESPONSABILIDAD DE LA ?SAS?.",852000016,542,2016,6
12,1,2,1,4,0,260,1,99,10,1,"GASTOS INHERENTES A ATENDER LOS SERVICIOS QUE PRESTAN LOS BANCOS Y ENTIDADES FINANCIERAS, ASI TAMBIEN SERVICIOS DE IMPRESIÓN Y PUBLICACIONES A TRAVES DE IMPRENTAS. GASTO EN CONCEPTO DE SEGURO DE VEHICULOS Y SEGURO DE EDIFICIO INSTITUCIONAL Y GASTOS CONCERNIENTES A SERVICIOS DE INTERNET E INTERNET MOVIL.",5586000520,543,2016,6
12,1,2,1,4,0,280,1,99,10,1,"GASTOS EN CONCEPTO DE PRODUCTOS ALIMENTICIOS POR ACTOS CEREMONIALES Y PROTOCOLARES, REUNIONES Y RECEPCIONES REALIZADAS POR LA SAS.",429022600,545,2016,6
12,1,2,1,4,0,290,1,99,10,1,"GASTOS EN CONCEPTO DE CAPACITACION Y ADIESTRAMIENTO A FUNCIONARIOS DE LA SAS, DE MANERA A MEJORAR LA GESTION Y EL SERVICIO DE LA INSTITUCION",347000000,547,2016,6
12,1,2,1,4,0,320,1,99,10,1,"ADQUISICIONES EN CONCEPTO DE PRENDAS DE VESTIR COMO REMERAS INSTITUCIONALES ASI MISMO PARA UNIFORMES DE PERSONAL DEL SERVICIO AUXILIAR COMO SON LOS LIMPIADORES Y LOS FUNCIONARIOS ENCARGADOS DEL MANTENIMIENTO DEL EDIFICIO.",107829500,952,2016,6
12,1,2,1,4,0,330,1,99,10,1,"ADQUISICIONES EN CONCEPTO DE PRODUCTO DE PAPEL EN SUS DIFERENTES VARIEDADES PARA EL NORMAL FUNCIONAMIENTO DE LA INSTITUCION",472184000,953,2016,6
12,1,2,1,4,0,340,1,99,10,1,"ADQUISICIONES EN CONCEPTO DE BIENES DE OFICINA DE USO DIARIO Y PARA EL NORMAL FUNCIONAMIENTO DE LA INSTITUCION  ",764150760,501,2016,6
12,1,2,1,4,0,350,1,99,10,1,"GASTOS EN CONCEPTO DE COMPRA DE PINTURAS Y BARNICES Y RECARGAS DE EXTINTORES Y RECARGA DE GAS PARA AIRES ACONDICIONADOS.",104000000,502,2016,6
12,1,2,1,4,0,360,1,99,10,1,"GASTOS POR LA ADQUISICION DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES DE LA SAS. INCLUYE LA ADQUISICION DE ACEITES Y LUBRICANTES PARA VEHICULOS AUTOMOTORES TERRESTRES.",223200000,500,2016,6
12,1,2,1,4,0,390,1,99,10,1,"GASTOS INHERENTES A LA ADQUISICION DE CUBIERTAS Y CAMARAS DE AIRE, ARTICULOS DE CAUCHO Y DE PLASTICO, HERRAMIENTAS MENORES Y ARTICULOS DE FERRETERIA VARIOS.    ",200000000,499,2016,6
12,1,2,1,4,0,520,1,99,10,1,"GASTOS INHERENTES A LAS AMPLIACIONES, RECONSTRUCCIONES Y REPARACIONES MAYORES DEL EDIFICIO DE LA SAS.",625369356,498,2016,6
12,1,2,1,4,0,530,1,99,10,1,"ADQUISICION DE EQUIPOS DE SEÑALAMIENTOS Y COMUNICACIONES, HERRAMIENTAS MAYORES, MAQUINARIAS Y EQUIPOS, COMPRENDE SUS ACCESORIOS Y BIENES COMPLEMENTARIOS Y LA PUESTA EN MARCHA DE LOS MISMOS.",285000000,497,2016,6
12,1,2,1,4,0,540,1,99,10,1,"ADQUISICION DE MUEBLES, ENSERES Y EQUIPOS DE COMPUTADORA, MAQUINAS Y APARATOS PARA LAS OFICINAS, PARA EL NORMAL FUNCIONAMIENTO DE LA INSTITUCION, COMPRENDE SUS ACCESORIOS Y BIENES COMPLEMENTARIOS Y LA PUESTA EN MARCHA DE LOS MISMOS.",600000000,550,2016,6
12,1,2,1,4,0,570,1,99,10,1,"Adquisición de Software Informático de Presupuesto, RRHH y Mesa de Entrada, de manera a contar con las tecnología adecuadas atendiendo las constates actualizaciones informáticas vigentes.",864000000,549,2016,6
12,1,2,1,4,0,851,1,99,10,1,"TRANSFERENCIAS DESTINADAS A LA CUOTA ANUAL INSTITUTO SOCIAL DEL MERCOSUR ISM CORRESPONDIENTE A PARAGUAY, SEGÚN CONVENIO.",1800000000,546,2016,6
12,1,2,1,4,0,874,1,99,10,1,"APORTES Y SUBSIDIOS A ENTIDADES EDUCATICAS E INSTITUCIONES PRIVADAS SIN FINES DE LUCRO. CUOTA DE APINCO.-",760000000,548,2016,6
12,1,2,1,4,0,910,1,99,10,1,"Gasto inherentes a cumplir las obligaciones tributarias, los gastos judiciales ocasionales y las tasas, contribuciones y derechos municipales.",150020000,544,2016,6
12,1,2,1,5,0,141,1,99,10,1,"CONTRATACION DE PERSONAL TECNICO CALIFICADO Y ESPECIALIDADES CERTIFICADAS PARA PRESTAR SERVICIOS EN EL PROGRAMA",274560000,1170,2016,6
12,1,2,1,5,0,144,1,99,10,1,"CONTRATACION DE PERSONAL PARA SERVICIO AUXILIAR Y OTROS SERVICIOS DE APOYO AL PROGRAMA.-",609960000,1171,2016,6
12,1,2,1,5,0,145,1,99,10,1,"CONTRATACION DE PERSONAL CALIFICADO CON TITULO DE GRADO UNIVERSITARIO PARA PRESTAR SERVICIOS EN EL PROGRAMA.-",1088360000,1172,2016,6
12,1,2,1,5,0,230,1,99,10,1,"PASAJES Y VIATICOS",554162244,918,2016,6
12,1,2,1,5,0,240,1,99,10,1,"GASTOS POR SERVICIOS DE MANTENIMIENTO Y REPARACIONES MENORES EN GENERAL DEL PROGRAMA, COMO MANTENIMIENTO Y REPARACIONES DE LAS VÍAS DE COMUNICACION, DE LAS OFICINAS, MAQUINARIAS, EQUIPOS Y MUEBLES DE OFCINA, REPARACIONES Y MANTENIMIENTO DE VEHICULOS , COMO ASI TAMBINE SERVICIOS DE LIMPIEZA, ASEO Y FUMIGACION QUE SE INCURREN ANUALMENTE.-",52840000,919,2016,6
12,1,2,1,5,0,260,1,99,10,1,"GASTOS INHERENTES A ATENDER LOS SERVICIOS QUE PRESTAN LOS BANCOS Y ENTIDADES FINANCIERAS, TAMBIEN SERVICIOS DE IMPRESION PARA CORRESPONSABILIDADES Y FICHAS DEL PROGRAMA, Y POR OTRA PARTE COSTOS INHERENTES A CONTRATACION DE SEGURO DE VEHICULOS.-",595200000,920,2016,6
12,1,2,1,5,0,280,1,99,10,1,*,16400000,921,2016,6
12,1,2,1,5,0,290,1,99,10,1,"COSTOS CAPACITACION Y ADIESTRAMIENTO A SER REALIZADOS A LOS BENEFICIARIOS EN ELMARCO DE LA IMPLEMENTACION Y EJECUCION DEL PROGRAMA.-",14400000,922,2016,6
12,1,2,1,5,0,330,1,99,10,1,"ADQUISICION EN CONCEPTO DE PRODUCTO DE PAPEL EN SUS DIFERENTES VARIEDADES PARA EL NORMAL FUNCIONAMIENTO DEL PROGRAMA",29934800,248,2016,6
12,1,2,1,5,0,340,1,99,10,1,*,64439000,462,2016,6
12,1,2,1,5,0,360,1,99,10,1,"GASTOS POR LA ADQUISICION DE COMBUSTIBLE PARA VEHICULOS AUTOMOTORES COMO ASI TAMBIEN COMBUSTIBLE DE AVIACION, EL COMBUSTIBLE DE AVIACION ES ADQUIRIDO EN ATENCION A QUE ELPROGRAMA A TRAVEZ DE UN APOYO INTER INSTITUCIONAL CON OTROS OEE UTILIZA AVIONETAS PARA EL TRASLADO A FUNCIONARIOS EN LOCALIDADES SIN ACCESO TERRESTRE EN LOS PERIODOS DE PAGO.-",283692298,629,2016,6
12,1,2,1,5,0,390,1,99,10,1,"GASTOS INHERENTES PARA LA ADQUISICIONES DE ARTICULOS DE FERRETERIAS VARIAS, HERRAMIENTAS MENORES, CUBIERTAS DE CAUCHO Y CAMARAS DE AIRE.-",13200000,339,2016,6
12,1,2,1,5,0,530,1,99,10,1,"ADQUISICIONES DE EQUIPOS DE OFICINA DE USO DIARIO Y PARA EL NORMAL FUNCIONAMIENTO DEL PROGRAMA.-",540000000,573,2016,6
12,1,2,1,5,0,540,1,99,10,1,"ADQUISICION DE EQUPOS DE OFICINA Y COMPUTACION, INCLUYENDO LA COMPRA DE SUS ACCESORIOS Y ADQUISICIONES DE MUEBLES Y ENSERES PARA EL PROGRAMA.-",71597000,574,2016,6
12,1,2,1,5,0,846,1,99,10,1,"Subsidios a los pescadores en situación de pobreza dureante el periodo de veda pesquera. 
Asistencia técnica y financiera a los pescadore en situación de pobreza para la generación de ingresos, a fin de contribuir a la generación de emprendimientos que apoyen la generación de ingresos complementarios sostenidos y autosustentables",34400000000,340,2016,6
12,1,2,1,6,0,123,1,99,10,1,"pago de remuneracion extraordinaria a funcionarios permanentes y/o comisionados que prestan servicio una vez culminada la jornada ordinaria de trabajo.",600210000,379,2016,6
12,1,2,1,6,0,125,1,99,10,1,"PAGO DE REMUNERACION ADICIONAL A FUNCIONARIOS PERMANENTES Y/O COMISIONADOS QUE PRESTAN SERVICIO UNA VEZ CULMINADA LA JORNADA ORDINARIA Y LA JORNADA EXTRAORDINARIA DE TRABAJO.",400140000,188,2016,6
12,1,2,1,6,0,133,1,99,10,1,"asignacion complementaria que puede percibir el personal permanente y/o comisionado, atendiendo a la carga existentes dentro del organigrama institucional.-",712595000,1130,2016,6
12,1,2,1,6,0,141,1,99,10,1,"contratacion de personal tecnico calificado y especialidades certificadas para prestar servicios en el programa",1331200000,1131,2016,6
12,1,2,1,6,0,141,1,99,30,1,"contratacion de personal tecnico calificado y especialidades certificadas para prestar servicios en el programa",1331200000,1132,2016,6
12,1,2,1,6,0,144,1,99,30,1,"contratacion de personal tecnico calificado y especialidades certificadas para prestar servicios en el programa",1797120000,190,2016,6
12,1,2,1,6,0,144,1,99,10,1,"contratacion de personal tecnico calificado y especialidades certificadas para prestar servicios en el programa",1442560000,677,2016,6
12,1,2,1,6,0,145,1,99,10,1,"contratacion de personal calificado con tituto de grado universitaria para prestar servicios en el programa",3010400000,400,2016,6
12,1,2,1,6,0,145,1,99,30,1,"contratacion de personal calificado con tituto de grado universitaria para prestar servicios en el programa",2587996184,401,2016,6
12,1,2,1,6,0,230,1,99,10,1,"Asignaciones a funcionarios del Programa a fin de cubrir los gastos de traslado al interior del País, para cubrir con los gastos en concepto de movilidad y viático.
Cabe destacar que el Programa se encuentra cubriendo a beneficiarios de todo el Territorio Nacional, en donde los Técnicos, deben trasladarse a supervisar todo lo concerniente a la implementación del Programa, que son funciones que se deben realizar In Situ y que  forman parte del proceso de transparencia de las gestiones de la SAS.",866352728,847,2016,6
12,1,2,1,6,0,240,1,99,10,1,"Gastos por servicios de mantenimiento y reparaciones menores en general del la Institución, como Mantenimiento y reparación de las vías de comunicación, de las oficinas sede del Proyecto, maquinarias, equipos y muebles de oficina, reparaciones y mantenimiento de vehículos, como así también los servicios de limpieza, aseo y fumigación que se incurren anualmente.",627114194,702,2016,6
12,1,2,1,6,0,260,1,99,10,1,"servicios especializados de elaboracion de planos y de regularizacion de documentos a travez de escrib.",1399506840,703,2016,6
12,1,2,1,6,0,280,1,99,10,1,"GASTOS EN CONCEPTO DE ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA ACTOS CEREMONIALES Y PROTOCOLARES, REUNIONES Y RECEPCIONES REALIZADAS POR LA SAS",127200000,704,2016,6
12,1,2,1,6,0,290,1,99,10,1,"CAPACITACION AL PERSONAL DEL PROGRAMA Y LOS BENEFICIARIOS CORRESPONDIENTE AL PROGRAMA",56000000,705,2016,6
12,1,2,1,6,0,330,1,99,10,1,"Adquisición de productos de papel en sus diferentes variedades para el normal funcionamiento del Programa",135894000,706,2016,6
12,1,2,1,6,0,340,1,99,10,1,"Adquisición de bienes de oficina para uso diario en sus diferentes variedades para el normal funcionamiento del Programa",136908638,707,2016,6
12,1,2,1,6,0,360,1,99,10,1,"Gasto por la adquisición de combustible para vehículos del ProGRAMA, atendiendo que el mismo se ejecuta en Todo el territorio nacional. Incluye la adquisición de aceites y lubricantes para vehículos automotores terrestres.",270000000,708,2016,6
